amount,name,unit
100,Grana Padano,g
200,Spaghettini,g
25,Pinienkerne,g
1,rote Zwiebel,
250,Rinderfilet,g
1,rote Chili,
2,Olivenöl,EL
125,Kirschtomaten,g
200,Rinderfond,ml
10,kalte Butter,g
,Salz,
,Pfeffer,
2,"Parmesan, grob gerieben",EL
2,Zwiebeln,
1,Knoblauch,Zehe(n)
100,Möhren,g
2,ja! Natives Rapsöl extra,EL
500,ja! Hackfleisch gemischt,g
1,Pfeffer,Prise(n)
1,Chili rot,
"0,50",Petersilie,Bund
,ja! Pfeffer schwarz gemahlen,
,ja! Raffinade Zucker,
2,REWE Beste Wahl Oregano gerebelt,TL
400,ja! Spaghetti,g
50,ja! geriebener Mozzarella,g
450,tiefgefrorener Blattspinat,g
300,ja! Spaghetti,g
2,ja! Tomaten geschält,Dose(n)
,ja! Jodsalz,
,Salz,
2,Zwiebeln,
2,Öl,EL
100,ja! Schlagsahne 30 %,g
,Pfeffer,
3,Tomatenmark,EL
100,"ja! Frische Vollmilch 3,5 %",ml
200,Gemüsebrühe,ml
2,heller Soßenbinder,TL
50,ja! Gouda (im Stück),g
,Fett für die Förmchen,
2,Staudensellerie,Stange(n)
1,Butter,EL
2,Olivenöl,EL
1,Zwiebel,
1,Knoblauchzehe,
5,Thymian,Stiel(e)
,Salz,
,Pfeffer,
,Paprikapulver,
100,trockener Rotwein,ml
200,Rinderbrühe,ml
,Zucker,
500,Spaghetti,g
1,Suppengrün,Bund
1,Zwiebel,
2,Öl,EL
2,Karotten,
600,Rinderhackfleisch,g
1,Lorbeer,Blatt
"1,50",Gemüsebrühe,l
75,brauner Zucker,g
,Salz,
,Pfeffer,
,Zitronensaft,
,Zucker,
100,Saure Sahne,g
100,Wilhelm Brandenburg Schinkenspeck,g
900,Tiefkühl-Erbsen,g
,Salz,
100,Schinkenwürfel,g
1,Butter,EL
200,Crème Fraîche,g
200,Sahne,ml
1,Senf,TL
1,Zitrone,
500,weißer Spargel,g
800,Kartoffeln,g
1,Muskat,Prise(n)
"1,50",Brandenburg Rinderbraten,kg
10,Wacholderbeeren,
200,Weißweinessig,ml
1,Lorbeerblatt,
4,Gewürznelken,
1,schwarze Pfefferkörner,TL
200,REWE Bio Möhren,g
200,Sellerieknolle,g
2,mittelgroße Zwiebeln,
3,Butterschmalz,EL
,Salz,
,schwarzer Pfeffer,
2,Mehl,EL
125,Honigkuchen,g
75,Rosinen,g
,frisch geriebene Muskatnuss,
150,geriebener Emmentaler,g
50,Mandelblättchen,g
"0,50",Petersilie,Bund
,Lorbeerblatt zum Garnieren,
250,weiße Bohnen (Riesenbohnen),g
250,Kidney-Bohnen,g
140,Mais,g
2,Bananen,
700,Hähnchenbrustfilet,g
,Pfeffer,
,Pfeffer,
,Salz,
250,Sahne,ml
1,"Weißwein, trocken",Glas
50,Butter,g
8,Schwarzwälder Schinken,Scheibe(n)
1,REWE Bio Gemüsebrühe (Instant),TL
1,junge Kartoffeln,kg
1,Knoblauchzehe,
2,frische Minze,Zweig(e)
2,Knoblauchzehen,
1,kleine Zwiebel,
"0,50",italienische gemischte Kräuter,Bund
200,Tomaten,g
80,gekochter Schinken,g
1,kleine gelbe Paprikaschote,
,REWE Beste Wahl Tafelsalz,
,REWE Beste Wahl Pfeffer aus der Mühle,
1,REWE frei von Mozzarella,Packung(en)
2,Champagnerkraut,Dose(n)
50,REWE Beste Wahl Süßrahmbutter,g
,Salz,
,Pfeffer,
2,REWE Beste Wahl Delikatess Metzgerschinken,Packung(en)
,Salz,
,Pfeffer,
700,Hirschrücken,g
1,REWE Beste Wahl Crème fraîche,Becher
"0,50",Schnittlauch,Bund
"1,20",Kartoffeln,kg
1,Pfefferschinken,Packung(en)
100,getrocknete Pflaumen,g
50,Zucker,g
150,trockener Weißwein,ml
,Zimt,
3,Zwetschgen Fruchtaufstrich,EL
1,rote Zwiebel,
200,Feldsalat,g
4,REWE Feine Welt Aceto Balsamico Di Modena I.G.P.,EL
2,Butter,EL
6,Öl,EL
75,Feldsalat,g
,Rosmarin,
200,Milch,ml
,geriebene Muskatnuss,
1,Eichblatt-Salat,Kopf
8,Thymian,Zweig(e)
4,REWE Beste Wahl Zitrone-Limette-Ingwer Konfitüre,TL
4,REWE Beste Wahl Delikatess Schinkenspeck,Scheibe(n)
"0,50",Honig,TL
4,REWE Beste Wahl Condimento Bianco Essig,EL
1,Senf,TL
,Salz,
"1,20",Schinkenbraten mit Schwarte,kg
,Salz,
,Pfeffer,
1,klare Brühe (Instant),l
750,Rosenkohl,g
1,Zwiebel,
,Pfeffer,
4,REWE Beste Wahl Kreta Olivenöl,EL
,Backpapier,
20,Butter oder Margarine,g
,geriebene Muskatnuss,
1,Soßenbinder,EL
,evtl. Majoran zum Garnieren,
600,Wasser,g
800,"Kartoffeln, festkochend, mit Schale",g
30,Weißweinessig,g
25,Öl,g
"0,50",Salz,TL
"0,25",Pfeffer,TL
2,"Petersilie, gehackt",EL
1,Zwiebel,
500,Rinderhackfleisch,g
1,Ei,
2,Paniermehl,EL
,Salz,
,frisch gemahlener Pfeffer,
1,Sonnenblumenöl,EL
100,"Zwiebeln, halbiert",g
100,"Schinkenspeck, in Würfeln",g
10,REWE Beste Wahl Delikatess Schinkenspeck,g
"0,50",Radicchio,Kopf
1,REWE Beste Wahl Tomatenpaprika in Streifen,Glas
1,REWE Beste Wahl XXL-Hamburgerbrötchen,Packung(en)
4,REWE Beste Wahl Ziegenfrischkäsemousse,EL
4,REWE Beste Wahl Tomaten-Ketchup,TL
1,Lauchzwiebel,
2,Dill,Zweig(e)
1,REWE Feine Welt Dijon-Krebs-Salat,Packung(en)
1,REWE Feine Welt Edle Meeresfrucht,Packung(en)
1,REWE Feine Welt Fenchel Flusskrebs,Packung(en)
1,REWE Feine Welt Exquisites Spanien (Aufschnitt Salami und Serrano-Schinken),Packung(en)
"0,50",Würfel Fleischbrühe,
1,REWE Feine Welt Siziliens Schatz (grüne Oliven mit Stiel in salzig-saurer Lake),Glas
,REWE Feine Welt Tellicherry-Pfeffer,
,Butter,etwas
8,„Sonntags-Brötchen“ (Kühlregal),
200,stückige Tomaten mit Basilikum,g
,Salz,
"1,50",Chiliflocken,TL
80,Prosciutto Cotto,g
"0,50",Mozzarellakugel,
250,grüner Spargel,g
100,REWE Feine Welt Prosciutto Crudo Rohschinken,g
1,mildes Pflanzenöl,EL
1,Salz,Prise(n)
"0,50",REWE Feine Welt Rosa Salzkristalle,TL
1,REWE Feine Welt Girasoli Spargel Käse,Packung(en)
,Pfeffer,
"0,50",rosa Pfefferbeeren,TL
1,geputzter Grünkohl,kg
2,Zwiebeln,
20,Schweineschmalz,g
300,REWE Bio Gemüsebrühe (Instant),ml
600,Kartoffeln,g
,Meersalz,
40,Butter oder Margarine,g
1,REWE Feine Welt Waldhonig aus Salamanca,EL
20,REWE Bio Mehl,g
2,körniger Senf,EL
500,REWE Bio Milch,ml
,Pfeffer,
100,gekochter Schinken,g
1,Öl,EL
1,Zwiebeln,
50,REWE ja! Schinkenwürfel,g
4,Thymian,Stiel(e)
75,kernlose Kalamata Oliven,g
6,REWE ja! Olivenöl,EL
,Pfeffer aus der Mühle,
1,Zitronensaft,EL
,Salz,
,Zucker,
250,Fladenbrot,g
320,Mehl,g
60,Hartweizengrieß,g
2,Salz,TL
1,Olivenöl,EL
5,Eier,
250,TK-Spinat,g
1,Petersilie,Bund
1,Zwiebel,
75,Schinkenwürfel,g
1,Brötchen,
100,Ziegenfrischkäse,g
250,Hackfleisch,g
20,Pinienkerne,g
,"Muskatnuss, gerieben",
1,gemahlene Muskatnuss,Msp.
250,"Brät (z.B. von grober, roher Bratwurst)",g
200,Milch,ml
2,Brühe,l
4,REWE Bio Eier (Größe M),
190,REWE Bio Dinkel-Vollkornmehl,g
275,Milch,ml
,Salz,
"0,50",Pfeffer,TL
1,REWE Bio Knoblauchzehe,
400,REWE Bio-Blattspinat (tiefgefroren),g
,Pfeffer,
,geriebene Muskatnuss,
75,REWE Bio Kräuter-Frischkäse,g
15,Butter,g
125,Gemüsebrühe,ml
50,REWE Bio Bergkäse,g
1,mehlig kochende Kartoffeln,kg
,Salz,
8,ja! MSC Fischstäbchen tiefgefroren,
8,REWE ja! Schwarzwälder Schinken,Scheibe(n)
1,ja! Sonnenblumenöl,EL
400,Porree (Lauch),g
200,"ja! H-Milch (1,5 % Fett)",ml
30,ja! Butter mild gesäuert,g
,geriebene Muskatnuss,
"2,50",Sahne-Meerrettich,TL
50,ja! Gouda-Käse (48 % Fett),g
5,Dill,Zweig(e)
,Fett für die Form,
100,Mehl,g
375,Milch,ml
5,Eier,
1,Salz,Prise(n)
130,Zucker,g
70,Butter,g
2,Zitronenschale (Bio),TL
250,Quark,g
50,Rosinen,g
1,Vanillezucker,Päckchen
,Butter für die Form,
500,grüner Spargel,g
1,Minze,Bund
60,Pinienkerne,g
1,kleine Wassermelone,
150,Feta,g
3,Olivenöl,EL
,Pfeffer aus der Mühle,
800,Wirsingkohl,g
,Salz,
400,REWE Frei von Fussili,g
1,Zwiebel,
6,Schnittlauch,Halm(e)
3,Öl,EL
2,REWE Frei von Mehlmischung,EL
200,Gemüsebrühe (laktosefrei),ml
250,"REWE Frei von H-Milch 3,5% Fett",ml
100,REWE Frei von Doppelrahm-Frischkäse,g
,Pfeffer,
,geriebene Muskatnuss,
60,hauchzarter Kochschinken,g
,Fett für die Form,
2,Schalotten,
1,Bärlauch,Bund
"0,50",Radieschen,Bund
2,Kartoffeln,
2,Eier,
2,Rapsöl,EL
500,Gemüse-Fond,ml
200,Crème legere,g
,Salz,
,Pfeffer,
1,rote Paprika,
1,gelbe Paprika,
1,kleine rote Zwiebel,
1,REWE Bio Sonnenblumenöl,EL
6,REWE Bio Sonnenblumenöl,TL
1,Chili,Schote(n)
2,Thymian,Zweig(e)
150,Weißweinessig,ml
50,Wasser,ml
1,Senfkörner,TL
70,Zucker,g
300,REWE Beste Wahl Möhren,g
2,Kohlrabi,
1,Bärlauch,Bund
2,Zwiebeln,
300,Gemüsebrühe,ml
2,Butter,EL
1,Meersalz,TL
1,Mehl,EL
2,REWE Bio Zwiebeln,
250,Schlagsahne,g
200,REWE Beste Wahl Maasdammer (Stück),g
,Salz,
,Pfeffer,
1,REWE Beste Wahl hauchzarter Kochschinken,Packung(en)
,Fett für die Form,
,geriebene Muskatnuss,
200,Weizenmehl,g
100,Dinkelmehl,g
1,Weinsteinbackpulver,Päckchen
1,Salz,Prise(n)
50,Butter,g
100,Zucker,g
250,Quark (Magerstufe),g
2,Milch,EL
4,Eier (Größe M),
1,Backpulver,TL
100,Mehl,g
1,Biskuitplatte,
2,Sahnefestiger,Packung(en)
250,Erdbeer-Konfitüre,g
3,Orangenlikör,EL
2,Vanillin-Zucker,Packung(en)
500,Schlagsahne,ml
400,Erdbeeren,g
50,Joghurt-Schokolade,g
,Zucker für das Tuch,
,Backpapier,
2,Lauchzwiebeln,
1,kleine rote Zwiebel,
1,Romanasalat,Kopf
200,Mehl,g
500,Milch,ml
,Salz,
,Currypulver,
3,Öl,EL
1,Möhre,
4,Eier,
250,Hackfleisch,g
,Chilipulver,
,Süßsauer-Soße,
100,Chinakohl,g
3,Misopaste,EL
1,Salz,TL
2,Sesamöl,EL
150,Mie-Nudeln,g
80,TK-Erbsen,g
2,Lauchzwiebeln,
1,Wasser,l
1,Brötchen (vom Vortag),
"1,20",Wirsingkohl,kg
8,getrocknete Shiitake-Pilze,
,Salz,
40,Butter,g
,Kümmelsaat,
1,Kartoffeln,kg
3,Majoran,Zweig(e)
1,Zwiebel,
600,gemischtes Hackfleisch,g
2,Möhren,
100,Räuchertofu,g
1,Ei (Größe M),
1,Senf,EL
,Fett (für den Topf),
110,Butter,g
200,Zartbitterschokolade,g
80,Mehl,g
130,Puderzucker,g
1,Salz,Prise(n)
4,Eier,
2,Tortilla-Wraps,
50,Hummus,g
1,REWE to go Salat Casablanca,
1,Wirsing,großer
200,"Maronen, vorgekocht",g
"0,50",Petersilie,Bund
1,Frühlingszwiebeln,Bund
400,"Kartoffeln, festkochend",g
70,Butter,g
,Pfeffer,
20,Mehl,g
500,Milch,ml
200,Crème fraîche,g
2,Semmelbrösel,EL
80,"geriebener Käse, z. B Gouda",g
,Salz,
,Pfeffer,
,"Muskatnuss, gerieben",
2,Schalotten,
2,Butterschmalz,EL
450,Gemüsefond,ml
350,Rinderfilet,g
1,Zwiebel,
1,rote Paprikaschote,
5,Eisbergsalat,Blätter
2,Tomaten,
1,THOMY Reines Sonnenblumenöl,EL
150,Wasser,ml
1,MAGGI fix & frisch Spaghetti Bolognese,Beutel
5,softe Tortilla-Fladen,
5,Crème fraîche,EL
5,Käse (gerieben),EL
100,"feine Lebkuchen ohne Schokolade, ohne Oblaten",g
4,Petersilie,Zweig(e)
"0,50",Kresse,Beet(e)
125,Rotwein,ml
"0,25",Schnittlauch,Bund
250,REWE Bio Speisequark mager mit Joghurt,g
3,"REWE Bio Frische Milch 1,5 %",EL
1,Gemüsemais,Dose(n)
100,Möhren,g
"0,25",Eisbergsalat,
1,kleine rote Paprikaschote,
75,Zucchini,g
,Salz,
,Pfeffer,
4,Weizen-Wraps,
,Band zum Binden,
150,Buchweizenmehl,g
,Salz,
,Pfeffer,
400,Knollensellerie,g
3,"Äpfel (säuerlich, z. B. Granny Smith)",
1,grober Senf,EL
50,Walnussöl,ml
100,Kokosjoghurt,g
4,Eier,
300,Mandelmilch (ungesüßt),ml
1,Bio-Limette,
1,"Petersilie, glatt",Bund
,Kokosöl,
,Cayennepfeffer,
1,Bio-Zitrone,
200,gehackte Walnüsse,g
8,getrocknete Tomaten,
1,Salatgurke,halbe
150,Halloumi-Käse,g
8,Kopfsalat (groß),Blätter
,Pfeffer,
250,Kräuterquark,g
,Salz,
1,kleines Baguettebrot,
3,REWE Feine Welt Toscana feines natives Olivenöl,EL
4,"REWE Feine Welt ""Goldenes Thaifeuer""",Dose(n)
"0,50",Koriander,Topf
250,REWE Feine Welt Französischer Gemüsefond,ml
8,"REWE Feine Welt ""Salami-Trio""",Scheibe(n)
4,Holzspieße,
4,REWE Feine Welt Steierisches Kürbiskernöl,TL
,REWE Feine Welt Mexikos Jalapeño (Gewürz),
60,Walnusskerne,g
10,Datteln,
25,gemahlene Mandeln,g
300,Putenschnitzel,g
2,Chiasamen,EL
1,Kokosraspeln,EL
200,Baguette,g
100,gemischter Salat,g
3,Tomaten,
1,rote Zwiebel,
6,Rotweinessig,EL
12,Olivenöl,EL
4,Honig,TL
,Pfeffer,
,Salz,
120,Butter,g
120,brauner Zucker,g
1,Vanillezucker,Packung(en)
1,Salz,Prise(n)
2,Eier (M),
2,Milch,EL
30,Speisestärke,g
150,Mehl,g
2,Backpulver,TL
2,Backkakao,EL
,Puderzucker zum Bestäuben,
5,REWE Beste Wahl Milch,EL
1,Eigelb,
40,Mehl,g
50,Zartbitterschokolade,g
2,REWE Bio Tomate(n),
1,Zwiebel(n),
800,kleine Äpfel,g
3,Zitronensaft,EL
3,REWE Bio Öl,TL
1,Essig,TL
3,schwarze Oliven,
1,kleine Knoblauchzehe,
100,gemischtes Hackfleisch (z.B. von Wilhelm Brandenburg ),g
"0,50",ja! Tomatenmark,TL
3,Petersilienblättchen,
50,Tsatziki,g
,Salz,
,Gyrosgewürz,etwas
,Pfeffer,
1,Zwiebel,
1,Apfel,
1,"Kümmel, gemahlen",Messerspitze
100,Rotweinessig,ml
100,Apfelsaft,ml
,Salz,
600,Rotkohl,g
3,Butterschmalz,EL
,Pfeffer (aus der Mühle),
600,Möhren,g
1,Puderzucker,TL
,Saft einer halben Orange,
2,Zitronensaft,EL
600,"Schweinefilet, küchenfertig pariert",g
2,Butter,EL
150,trockener Weißwein,ml
,Paprikapulver,
2,frische Petersilie,EL
1,Lorbeerblatt,
1,Wacholderbeeren,TL
,Salz,
,Edelsüß-Paprika,
1,Zwiebel,
500,Weißkohl,g
2,kleine rote Äpfel,
75,geräucherter durchwachsener Speck,g
2,Mehl,TL
200,REWE Bio Gemüsebrühe,ml
,REWE Bio Pfeffer aus der Mühle,
,Zucker,
5,Majoran,Zweig(e)
,Küchengarn,
200,Putengeschnetzeltes,g
"1,50",Öl,EL
50,Pflanzenöl,ml
,Salz,
,Pfeffer,
250,Mehl,g
6,Eier,
200,Wasser,ml
1,Backpulver,Päckchen
1,Kräuter der Provence,TL
1,grüne Paprikaschote,
1,gelbe Paprikaschote,
1,rote Paprikaschote,
50,getrocknete Tomaten (in Öl),g
150,Butter,g
2,Eier,
1,Zitronensaft,EL
"1,50",REWE Bio Sonnenblumenöl,EL
1,Knoblauchzehe,
1,Pastinake,
2,Möhren,
150,Knollensellerie,g
2,Zwiebeln,
1,Lauch,
200,Rotweinessig,ml
250,Rotwein,ml
2,Lorbeerblätter,
350,Cidre (Apfelwein),ml
3,Nelken,
,Salz,
5,Wacholderbeeren,
1,Pfefferkörner,TL
1,Rinderbraten,kg
30,Butterschmalz,g
,Pfeffer,
5,Pimentkörner,
70,Aachener Kräuterprinten (oder Honigkuchen oder Lebkuchen),g
50,Rosinen (oder Sultaninen),g
,Salz,
,Pfeffer,
100,REWE Bio weiße Bohnen getrocknet,g
2,Bohnenkraut,Zweig(e)
450,REWE Bio Brechbohnen tiefgefroren,g
1,Zwiebel,
4,REWE Bio Olivenöl Extra Nativ,EL
4,REWE Bio Aceto Balsamico di Modena,EL
600,Rinderhüfte,g
5,Thymian,Zweig(e)
150,REWE Bio Cherry Roma Tomaten,g
1,REWE Bio Cayennepfeffer (Streudose),Prise(n)
125,Erdbeeren,g
1,Honig,EL
"1,50",Chiasamen,EL
250,Kartoffeln,g
,Salz,
125,Himbeeren,g
500,Mehl,g
220,Butter,g
130,Milch,ml
20,Hefe,g
50,Ahornsirup,ml
120,Zucker,g
100,Pekannüsse,g
1,Salz,Prise(n)
750,Erdbeeren,g
3,Basilikum,Stiel(e)
75,weißer Balsamicoessig,ml
75,Sonnenblumenöl,ml
,Salz,
,Pfeffer,
"0,50",Zucker,TL
1,Ziegenkäserolle,
2,flüssiger Honig,EL
40,Pinienkerne,g
500,Möhren,g
250,Kartoffeln,g
1,Zwiebel,
1,ja! Rapsöl,EL
1,Gemüsebrühe (Instant),l
1,Zimt,EL
500,grüner Spargel,g
,Salz,
1,Petersilie,Bund
1,Schnittlauch,Bund
300,Brandenburg Hähnchenfilet,g
150,saure Sahne,g
500,Zwiebeln,g
2,Knoblauchzehen,
250,rote Paprikaschoten,g
3,REWE Feine Welt Lesvos g.g.A. mildes Olivenöl,EL
,weißer Pfeffer,
,Salz,
1,Gulasch (halb Rind/ halb Schwein),kg
25,ja! Tomatenmark,g
,frisch gemahlener Pfeffer,
,REWE Feine Welt Rosa Kristallsalz,
1,Lorbeerblatt,
1,Speisestärke,EL
50,Crème Fraîche zum Verfeinern (evtl.),g
2,Zucker,EL
"1,20",Tomaten,kg
,Edelsüß-Paprika,
2,Knoblauchzehen,
,Salz,
,Pfeffer,
400,Tomatensaft,ml
200,trockener Rotwein,ml
500,klare Brühe (Instant),ml
2,Rotweinessig,EL
,Cayennepfeffer,
2,Hähnchenbrustfilets,
16,Kirschtomaten,
,Butter,
"0,50",Hefe,Würfel
240,Milch,ml
500,Mehl,g
2,Eier,
75,Butter,g
4,Aprikosenkonfitüre,EL
60,gehackte Pistazien,g
1,Schalotte,
1,Knoblauchzehe,
20,Ingwer,g
1,rote Chilischote,
1,Salz,Prise(n)
1,Vanillezucker,Päckchen
50,Rohrohrzucker,g
2,Frühlingszwiebeln,
1,"Paprika, rot",
2,Sojaöl,EL
400,Rinderhackfleisch,g
2,"Salatherzen, z. B. Romanasalat",
1,Salz,Prise(n)
"1,50",Hoisinsauce,TL
1,Sojasauce,EL
1,trockener Sherry,EL
1,Frühlingszwiebeln,Bund
1,Wasser,l
12,Weißweinessig,EL
3,Salz,TL
500,weißer Spargel,g
500,grüner Spargel,g
3,Zucker,EL
500,weißer Spargel,g
,Salz,
,Zucker,
"1,50",Zitronensaft,EL
"0,50",rote Chili,Schote(n)
150,"geröstete, gesalzene Erdnusskerne",g
4,Rapsöl,EL
"1,50",milde Sojasauce,EL
4,Kerbel,Stiel(e)
1,Zitronenmelisse,Bund
500,grüner Spargel,g
150,Spargelwasser (für die Sauce),ml
6,Salz,TL
1,Paprikapulver edelsüß,TL
2,Äpfel,
2,Zwiebeln,
,Küchengarn,
2,Thymian,Stiel(e)
2,Honig,EL
400,Rotwein,ml
400,Geflügelfond,ml
1,Suppengrün,Bund
2,Öl,EL
1,Gänseklein,kg
1,Lorbeerblatt,
5,Wacholderbeeren,
5,Pfefferkörner,
3,Pimentkörner,
2,Speisestärke,TL
500,Rosenkohl,g
4,kleine säuerliche Äpfel (z. B. Boskop),
1,Zitrone,
1,Grieß,EL
4,Speck (geräuchert),Scheibe(n)
1,Zucker,EL
4,mehligkochende Kartoffeln,große
140,Kartoffelmehl,g
2,Vollkornbrötchen,
400,Rinderhackfleisch,g
2,Chiliflocken,TL
,Salz,
4,BBQ-Sauce,EL
,Pfeffer,
2,Rapsöl,EL
4,Cheddar,Scheibe(n)
2,grüner Blattsalat,Blätter
50,Krautsalat (z. B. BBQ Kraut),g
2,Röstzwiebeln,EL
1,Zwiebel,
2,Stangen Sellerie,
500,Rinderhack,g
1,Tomatenmark,EL
"0,20",Rotwein,l
2,große Karotten,
2,Zehen Knoblauch,
100,Parmesan,g
,Salz,
,Pfeffer,
500,passierte Tomaten,g
250,Kirschtomaten,g
250,Vollkornpenne,g
,Koriander,
1,Zweig Rosmarin,
1,Sonnenblumenöl,EL
200,Rinderhackfleisch,g
50,Rotwein,ml
1,Basilikumblatt zum Garnieren,
2,kleine Möhren,
1,Lorbeerblatt,
250,Wasser,ml
1,Zwiebel,
250,Hörnchen-Nudeln,g
1,Butter,TL
50,Emmentaler (gerieben),g
500,Fettuccine,g
260,Rinderfilet,g
1,MAGGI fix & frisch Spaghetti Bolognese,Beutel
15,Petersilie,g
2,Rapsöl,EL
1,Rosmarin,Zweig(e)
,Salz,
,Pfeffer,
3,Thymian,Zweig(e)
250,Möhren,g
250,Zwiebeln,g
7,Wacholderbeeren,
8,Majoran,Stiel(e)
30,REWE Bio Süßrahmbutter,g
750,REWE Bio Rindergulasch aus der Keule,g
1,REWE Bio Tomatenmark,EL
250,trockener Bio Rotwein,ml
250,"REWE Bio Roter Traubensaft, Direktsaft",ml
2,REWE Bio klare Brühe,TL
1,Lorbeerblatt,
200,Blanchet Merlot Trocken,ml
50,Zartbitterschokolade,g
50,Butter,g
,Salz,
200,"helle, kernlose Weintrauben",g
"1,50",REWE Bio Weizenmehl Type 550,EL
1,Rinderfilet,kg
6,REWE Bio Schlagsahne,EL
"0,50",Petersilie,Bund
750,Kloßteig,g
100,Südtiroler Speck in Scheiben,g
2,Olivenöl,EL
,Salz,
,Pfeffer,
2,rote Zwiebeln,
"0,50",Mehl,TL
300,Rinderfond,ml
400,grüne Bohnen,g
250,mehligkochende Kartoffeln,g
1,Zwiebel,
,Salz,
,Pfeffer,
,Muskat,
8,Eier,
,Kresse,
400,Cherry-Rispentomaten,g
4,Knoblauch,Zehe(n)
15,Thymian,Zweig(e)
600,Kartoffeln (Drillinge),g
500,REWE Bio Joghurt,g
1,Suppenfleisch vom Rind (z. B. Beinscheibe),kg
3,Wasser,l
1,Zwiebel,
2,Möhren,
"0,25",Knollensellerie,
1,Lauch,Stange(n)
2,Lorbeerblätter,
4,Wacholderbeeren,
50,Bacon,g
70,Cheddar gerieben,g
2,Olivenöl,EL
4,Pimentkörner,
10,schwarze Pfefferkörner,
,Salz,
,Pfeffer,
5,Petersilie,Zweig(e)
200,Frischkäse,g
20,Zucker,g
1,Bourbon Vanillezucker,Packung(en)
15,Weizenmehl,g
1,Bio Ei Größe S,
150,Erdbeeren,g
20,feiner Zucker,g
50,Vollkornbutterkekse,g
20,flüssige Butter,g
1,Steinofenbaguette,
1,Petersilie,Bund
2,Knoblauchzehen,
"1,50",rosa Pfefferbeeren,TL
"1,50",schwarze Pfefferkörner,TL
2,Bio-Zitronen,
100,Quark Magerstufe,g
4,Wildlachsfilets,
4,Butter,TL
2,Wacholderbeeren,
3,Lorbeerblätter,
2,Zwiebeln,
40,Butter,g
40,Mehl,g
100,Weißwein,ml
,Salz,
250,weißer Spargel,g
150,Wasser,ml
250,grüner Spargel,g
,Salz,
200,Sahne,ml
100,Schmand,g
1,Olivenöl,EL
1,Zucker,Prise(n)
400,Gemüsefond,ml
1,Zitrone,
,Pfeffer,
1,Lammschulter (ohne Knochen),
2,rote Paprika,
1,gelbe Paprika,
1,Zucchini,
2,Frühlingszwiebeln,
2,Rispentomaten,
1,Bio Zitrone,
2,Minze,Bund
2,glatte Petersilie,Bund
1,Granatapfel,
2,Knoblauch,Zehe(n)
1,hellen Balsamico,EL
5,Olivenöl,EL
,Salz,
,Pfeffer,
225,Kabeljaufilets (TK),g
250,Kartoffeln,g
2,Butter,EL
2,Zucker,Prise(n)
,Salz,
1,Schalotte,
1,Knoblauch,Zehe(n)
1,Olivenöl,EL
125,rote Linsen,g
350,Wasser,ml
200,Babyblattspinat,g
,Pfeffer,
1,Mehl,EL
50,Kirschtomaten,g
100,griechischer Joghurt,g
"1,50",Tafelmeerrettich,TL
2,Süßkartoffeln,
1,Zitrone,
1,Zucchini,
1,Paprika (rot oder gelb),
,Basilikum (zum Garnieren),etwas
1,Rotwein,Flasche(n)
2,Schmand,EL
360,Maultaschen,g
1,rote Paprika,
1,Aubergine,
1,Aubergine,
1,Zwiebel,
1,Zucchini,
1,Butter,EL
5,Schnittlauch,g
"0,50",Kresse,Beet(e)
200,Crème fraîche,g
,Salz,
,Pfeffer,
2,Pflanzenöl,EL
100,Weißweinessig,ml
3,groben Senf,EL
1,Öl,EL
,Salz und Pfeffer,
1,Zucker,EL
250,Rewe Regional Kartoffeln,g
120,Rewe Regional Radieschen,g
2,Petersilie,Zweig(e)
2,Petersilie,Stiel(e)
2,Salatgurken,
1,Knoblauch,Zehe(n)
3,Frühlingszwiebeln,
,Salz,
1,Knoblauchzehe,
500,Joghurt,g
"0,50",Dill,Bund
,Pfeffer,
1,Zwiebel,
400,REWE Beste Wahl Möhren,g
2,Öl,EL
750,REWE Beste Wahl Gemüsesaft,ml
250,Gemüsebrühe,ml
250,Hörnchennudeln,g
,Salz,
2,ungebrühte feine Bratwürste,
"0,25",Petersilie,Topf
1,flüssiger Honig,EL
125,saure Sahne,ml
4,gehackte Walnüsse,EL
125,Kirschtomaten,g
2,Olivenöl,EL
200,REWE Beste Wahl Langkorn Spitzenreis,g
,Salz,
1,REWE Beste Wahl Basilikum,Topf
9,etwas größere Champignons,Stück
2,Butter,EL
6,Öl,EL
2,rote Zwiebeln,
75,Sweet Chili Soße,ml
6,Weißwürste,
2,Laugenbrezeln,
1,glatte Petersilie,Bund
2,süßer Senf,EL
,Pfeffer,
"1,50",Weißkohl,kg
9,Weißweinessig,EL
,Salz,
,Zucker,
1,Zwiebel,
4,Öl,EL
1,Kümmel,EL
,Pfeffer,
100,Krautsalat,g
75,rote Paprikaschoten,g
4,Hotdog-Brötchen,
4,REWE Beste Wahl Wiener Würstchen,
"0,50",Schnittlauch,Bund
3,Weißweinessig,EL
4,REWE Beste Wahl Barbecuesoße,TL
1,Zwiebel,
3,Gewürzgurken,
3,Wasser,EL
6,Öl,EL
,Salz,
300,Lyoner (in Streifen),g
,Salz,
,Pfeffer,
4,Essig,EL
,Petersilie,
1,Senf,TL
1,Gurke,
20,Ingwer,g
15,Basilikum,g
400,Blanchet Blanc de Blancs Trocken,ml
400,Ginger Beer,ml
500,frische weiße Bohnenkerne,g
2,reife mittelgroße REWE Bio Tomaten,
1,mittelgroße Zwiebel,
"3,50",Basilikum,Zweig(e)
