amount,name,unit
225,Mehl,g
2,Sesamöl,EL
2,Öl zum Braten,EL
1,Hoi-Sin-Sauce,EL
2,Chilisauce,TL
,Salat,
,Sojasauce,
4,Koriander,Zweig(e)
1,"Chili, klein",
2,REWE Bio Natives Olivenöl extra,EL
1,"Currypulver, REWE Bio Curry indische Art",TL
4,Eier,
1,Knoblauchknolle,
4,neutrales Öl,EL
30,Butter,g
4,Thymian,Zweig(e)
,Salz,
,"REWE Bio Pfeffer, schwarz",
100,Bacon-Scheiben,g
2,Eier,
1,Zwiebel,
2,Knoblauchzehen,
1,festkochende Kartoffeln,kg
300,grüner Spargel,g
8,Minze,Stiel(e)
1,Olivenöl,EL
,Salz,
,Pfeffer,
8,Eier,
200,Ziegenfrischkäse,g
2,Bio-Limetten,
1,Lauchzwiebel,
15,Basilikum,g
100,Zucker,g
4,reife Avocados,
1,Zucchini,
100,Wasser,ml
1,rote Zwiebel,
1,Backpulver,Packung(en)
,Kräutersalz (z. B. von REWE Bio),
,Pfeffer,
2,Eier (Größe M) (z. B. von REWE Bio),
75,Milch,ml
75,trockener Weißwein,ml
2,Olivenöl (z. B. von REWE Bio),EL
100,Emmentaler gerieben (z. B. von REWE Bio),g
,Fett für die Form,
,Mehl für die Form,
500,Suppenfleisch vom Rind,g
2,Lorbeerblätter,
2,Zwiebeln,
2,Knoblauchzehen,
2,Möhren,
2,Rote Bete,Knolle(n)
1,rote Paprika,
3,Tomaten,
125,Blattspinat (z. B. von REWE Bio),g
60,geräucherter durchwachsener Speck,g
150,Mehl,g
2,Öl,EL
3,Tomatenmark,EL
200,Weißkohl,g
,Salz,
,Pfeffer,
200,saure Sahne,g
"0,50",Dill,Bund
6,Eier,
2,Salzgurken,
1,Schnittlauch,EL
1,Mayonnaise,EL
,Salz,
,Pfeffer,
250,weiche Butter,g
150,Zucker,g
1,Vanillezucker,Packung(en)
2,Eier,
1,Backpulver,TL
3,Back-Kakao,TL
3,Instant-Espressopulver,TL
1,Salz,Prise(n)
4,Milch,EL
80,kalter Espresso,ml
1,Senf,TL
150,Mehl,g
50,Puderzucker,g
200,Frischkäse (Doppelrahmstufe),g
200,Ananas,g
2,Bananen,
150,Mehl,g
30,Speisestärke,g
2,Backpulver,TL
1,Rum,EL
300,Kokosmilch,ml
100,Zucker,g
30,Maisstärke,g
2,Sahnesteif,Packung(en)
30,Puderzucker,g
150,veganer Frischkäse,g
30,Kokosraspeln,g
3,Kokossirup,EL
12,Schoko-Mokkabohnen,
230,"weiche, rein pflanzliche Margarine",g
150,Zartbitterschokolade,g
3,"Eier, Größe M",
180,Zucker,g
1,Vanillezucker,Päckchen
200,Mehl,g
1,Backpulver,TL
1,Salz,Prise(n)
175,Puderzucker,g
500,Frischkäse,g
,"Lebensmittel-Farbpulver, rot",
,"Lebensmittel-Farbpulver, blau",
,"Lebensmittel-Farbpulver, lila",
,"Zuckerperlen in Weiß und Gold, nach Belieben",
,"perlmuttfarbenes, essbares Glitzer",
150,Mehl,g
100,zarte Haferflocken,g
100,Cranberries,g
2,Backpulver,TL
500,"Fondant, weiß",g
"0,25",blaue Lebensmittelfarbe (Gel),TL
440,Butter,g
"0,50",Natron,TL
1,Salz,Prise(n)
1,Ei,
125,Zucker,g
1,Vanillezucker,Packung(en)
1,Zimt,TL
220,weiche Butter,g
150,Zucker,g
2,Eier,
30,rote Lebensmittelfarbe,ml
100,Buttermilch,ml
175,Mehl,g
1,Back-Kakao,EL
"0,50",Backpulver,TL
1,Salz,Prise(n)
200,weiße Schokolade,g
270,zimmerwarmer Frischkäse (Doppelrahmstufe),g
1,Tropfen Bittermandelaroma,
2,rote Zuckerkügelchen oder Herzen,EL
270,Blaubeeren (frisch oder TK),g
75,weiche Butter,g
175,Milch,ml
3,Eier,
125,weiche Butter,g
300,saure Sahne,g
3,brauner Zucker,TL
2,Ahornsirup,EL
4,Apfelmus (ungesüßt),EL
1,Vanilleschote,
250,Dinkelmehl,g
2,Backpulver,TL
1,Limette (Bio),
1,Gelatine-Fix,Packung(en)
30,Zucker,g
2,Eiweiß,
100,Schlagsahne,ml
4,Überraschungseier,
200,REWE Bio Schlagsahne,g
15,Petersilie,g
15,Schnittlauch,g
1,grobes Meersalz,TL
2,Eier,
130,Zucker,g
1,Vanillezucker,Päckchen
12,Sonnenblumenöl,EL
120,Irish Cream Likör (z. B. Baileys),ml
2,Agavendicksaft,TL
210,Mehl,g
50,Butter,g
1,Backpulver,TL
175,Frischkäse,g
400,Vanillejoghurt,g
1,Kaffeepulver Instant,EL
1,Kakao,EL
175,Butter oder Margarine,g
1,Salz,Prise(n)
1,Vanillin-Zucker,Packung(en)
150,REWE Bio Roh-Rohrzucker,g
5,Zitronensaft,EL
4,REWE Bio Ei(er) (Größe M),
330,REWE Bio Mehl,g
1,Backpulver,Packung(en)
150,REWE saure Sahne,ml
12,Mon Chéri,
250,Puderzucker,g
,rote Lebensmittelfarbe,
,"rosa Zucker, Hagelzucker und Cocktailkirsche(n) zum Verzieren",
,rote Zuckerschrift,
24,bunte Papierförmchen,
150,Mehl,g
1,Zimt,TL
1,Salz,Prise(n)
1,Vanillezucker,Päckchen
1,Apfelessig,EL
3,Apfelmus,EL
100,Sonnenblumenöl,ml
200,Haferdrink,ml
100,zarte Haferflocken,g
1,Natron,EL
50,Walnüsse,g
100,brauner Zucker,g
160,Flusskrebs Schwänze,g
1,halbe Gurke,
1,grober Pfeffer,TL
"0,50",Kräutersalz,TL
2,Äpfel,
3,frische Minze,Stiel(e)
150,griechischer Joghurt,g
"0,50",Salz,TL
1,Banane,
2,flüssiger Honig,EL
4,Hüttenkäse,EL
2,Avocados,
,Salz,
,Pfeffer,
2,Räucherlachs,Scheibe(n)
2,Schalotten,
1,Alu-Grillschale,
3,Staudensellerie,
2,rote Peperoni,
2,ja! Sonnenblumenöl zum Braten,EL
200,Rinderhackfleisch,g
1,große Süßkartoffel,
2,Erdnussbutter,EL
1,REWE Bio Currypulver indische Art,EL
1,REWE Bio Zimt,TL
50,ja! passierte Tomaten,g
100,REWE Beste Wahl gehackter Rahmspinat (TK),g
,ja! Jodsalz,
,REWE Bio Peffer a. d. Mühle,
1,REWE Beste Wahl frischer Blätterteig,Packung(en)
1,Eigelb,
1,REWE Bio Schlagsahne,EL
150,griechischer Jogurt,g
2,REWE Crème frâiche,EL
1,Zitronensaft,EL
1,Koriander,Bund
1,gemahlener Kreuzkümmel,Prise(n)
,Koriandersamen aus der Mühle,
4,Pimentkörner,
,Tabasco,
4,Gewürznelken,
1,Pfefferkörner,TL
1,Lorbeerblatt,
1,Eisbein,kg
1,Karotte,
6,Zwiebeln,
4,Möhren,
2,Porree,Stange(n)
1,glatte Petersilie,Bund
,Pfeffer,
,Zucker,
800,Kartoffeln,g
1,Eigelb,
2,Eier,
2,Butterschmalz,EL
14,weiße Gelatine,Blätter
100,heller Essig,ml
,Salz,
"0,50",Schnittlauch,Bund
70,Gewürzgurken,g
1,Zitronensaft,EL
125,neutrales Öl,ml
1,Senf,EL
2,Kapern,EL
500,neue kleine Kartoffeln,g
2,Estragon,Stiel(e)
2,Kerbel,Stiel(e)
,Salz,
1,grüner Spargel,Bund
1,Dill,Bund
3,Zitronensaft,EL
1,grober Senf,TL
200,Crème fraîche,g
,Pfeffer,
800,REWE Beste Wahl Kartoffeln,g
,Salz,
100,Zwiebeln,g
2,Knoblauchzehen,
40,Butter,g
2,Toastbrot,Scheibe(n)
750,Brandenburg Hackfleisch gemischt,g
2,Eier (Größe M),
8,Frühstücksspeck,Scheibe(n)
2,Zucker,EL
100,weißer Balsamico-Essig,ml
2,ja! Olivenöl Extra Nativ,EL
,geriebene Muskatnuss,
"0,50",Dill,Bund
"0,50",Petersilie,Bund
"0,50",Basilikum,Bund
500,junge Kartoffeln,g
2,Öl,EL
1,Meersalz,Prise(n)
500,Spargel,g
1,Bio Zitrone,
1,Salz,Prise(n)
1,Zucker,Prise(n)
50,Butter,g
1,"Paprikamix (rot, gelb, orange)",
2,gelbe Zwiebeln,
200,Bacon,g
1,Knoblauch,Zehe(n)
2,Rapsöl,EL
,Pfeffer,
,Kräutersalz,
500,weißer Spargel,g
150,Schwarzwälder Schinken,g
300,Babyspinat,g
100,Cherry Rispentomaten,g
1,Schalotte,
1,Zitrone,
1,Honig,EL
5,Sahne,EL
,Salz,
,Pfeffer,
400,Möhren,g
150,ja! Milch,ml
,Pfeffer,
"0,50",REWE To Go Ananas (geschält),Packung(en)
1,rote Zwiebel,kleine
7,Olivenöl,EL
,Pfeffer,
,Salz,
2,Rotweinessig,EL
1,Honig,EL
,Chiliflocken,
300,Feldsalat,g
250,Butter,g
4,Eier,
180,Zucker,g
"0,50",Salz,TL
100,Milch,ml
"0,50",Vanilleextrakt,TL
1,Zimt,TL
70,brauner Zucker,g
50,Mehl,g
100,Pekannüsse,g
200,Ziegenkäse,g
200,Serrano-Schinken,g
4,reife Nektarinen,
4,cl Grand Manier,
4,Gemüsebrühe,EL
2,Karamellsirup,EL
1,kleiner Lollo rosso,
100,Ziegenkäse (schnittfest),g
1,Rucola,Bund
1,Weißweinessig,EL
1,Olivenöl,EL
,Saft einer unbehandelten Orange,
"1,50",Süßkartoffeln,kg
500,Bacon,g
2,Piment,TL
1,Nelken,TL
400,Apfelessig,ml
400,Rohrzucker,ml
100,"Sherry, trocken",ml
1,"Zwiebel, groß",
6,Lorbeerblätter,
1,Zimtstange,
2,getrocknete Piri Piri Chili,
,Schale einer unbehandelten Orange,
2,schwarzer Pfeffer,TL
2,Koriandersamen,TL
1,"Orange, unbehandelt",
8,gereifte Heringsfilets,
6,Äpfel,
150,Kokosmilch,g
100,Honig,ml
3,"cm Rettich, frisch",
,Roggenbrot,
150,Joghurt,g
200,Beeren nach Wahl (z. B. Himbeeren),g
150,REWE Frei von Butterkekse mit Vollmilchschokolade,g
125,Butter,g
525,Frischkäse (Doppelrahmstufe),g
300,Naturjoghurt,g
3,Zitronensaft,EL
6,Gelatine,Blätter
75,Zucker,g
200,Himbeeren,g
150,Speckwürfel,g
3,Gewürzgurken,
,Salz,
1,Schnittlauch,Bund
250,Fleischbrühe,ml
2,Weißweinessig,EL
4,Rapsöl,EL
1,Senf,EL
,Pfeffer,
225,weiche Butter,g
175,Zucker,g
1,festkochende Karoffeln,kg
1,rote Zwiebel,
4,Eier (Größe M),
350,Mehl,g
1,Backpulver,Packung(en)
1,Salz,Prise(n)
1,Zimt,Prise(n)
200,Milch,ml
1,großer Apfel (z. B. Elstar),
1,fertige Mohnfüllung,Packung(en)
175,Doppelrahm-Frischkäse,g
60,Puderzucker,g
2,Rote Bete Knollen,
315,Zucker,g
4,Lorbeerblätter,
1,Pfefferkörner,EL
5,"cm Rettich, frisch",
1,"Zwiebel, groß",
400,Apfelessig,ml
"0,50",Koriandersamen,EL
8,gereifte Heringsfilets,
400,Wasser,ml
1,Zimt,TL
2,gemahlener Ingwer,TL
1,Muskatnuss,TL
1,Pfeffer,Prise(n)
400,Milch,ml
4,schwarzer Tee,EL
4,Zucker,TL
6,Nelken,
1,Nelke,
1,Zimtstange,
"0,50",Kardamomkapseln,TL
2,schwarzer Tee,EL
100,Zucker,g
25,schwarzer Tee,g
80,Zucker,g
200,kochendes Wasser,ml
300,Eiswürfel,g
50,Zitronensaft,ml
600,stilles Wasser,ml
1,gemahlener Kardamom,TL
750,schwarzer Tee,ml
3,Zwiebeln,
2,rote Chilischoten,
3,Öl,EL
1,Bio-Orange,
,Salz,
2,Tomatenmark,EL
1,Mais,Dose(n)
1,Kidneybohnen,Dose(n)
2,Bio-Zitronen,
2,Knoblauchzehen,
600,Hackfleisch,g
2,stückige Tomaten,Dose(n)
1,rote Paprika,
,Pfeffer,
50,Zartbitter-Schokolade,g
1,gelbe Paprika,
,Zimt,
400,Räucherlachs,g
450,Frischkäse (Doppelrahmstufe),g
150,durchwachsener Speck,g
,Salz,
4,Dill,Zweig(e)
40,TUC Cracker Original,
,rosa Pfefferbeeren,
75,getrocknete Tomaten,g
4,Lauchzwiebeln,
4,Lammlachse,
200,Crème fraîche,g
,Salz,
,weißer Pfeffer,
,Pfeffer,
25,Butter,g
4,Paniermehl,EL
2,Blätterteig,Packung(en)
1,Serranoschinken,Packung(en)
1,Ei,
280,Lachsfilet,g
50,Olivenöl,ml
5,Basilikum,Zweig(e)
1,Knoblauch,Zehe(n)
2,Paprika,
100,Mayonnaise,g
10,Kapern,
"0,50",Zitrone,
1,weißer Sesam,EL
1,schwarzer Sesam,EL
280,Kabeljaufilet,g
2,ja! MSC Wildlachsfilet tiefgefroren,Packung(en)
1,Salatgurke,
1,Zwiebel,
2,Weißwein-Essig,EL
,Salz,
,Pfeffer,
,Zucker,
2,Olivenöl,EL
,Öl für die Alufolie,
,Alufolie,
2,unbehandelte Zitronen,
3,Petersilie,Zweig(e)
250,REWE Beste Wahl Broccoli-Röschen,g
250,Lachs,g
1,ja! Delicatess Bacon,Packung(en)
4,Olivenöl,EL
"1,20",Wasser,l
1,Basilikum,Bund
1,Knoblauchzehe,
,Saft einer halben Zitrone,
500,REWE Beste Wahl Linguine,g
100,Parmesan,g
,REWE Feine Welt Chilipulver,
600,Blattspinat (TK),g
1,Zwiebel,
2,Knoblauchzehen,
2,Öl,EL
2,Mehl,EL
110,Milch,ml
100,Sahne,ml
,Salz,
,Pfeffer,
,REWE Feine Welt Salz,
,Muskat,
500,Lachsfilet,g
,REWE Feine Welt Pfeffer,
1,Eigelb,
1,Blätterteig (Rolle),
600,große Kartoffeln,g
200,Cherrytomaten,g
,Salz,
200,Lachs,g
6,Strauchtomaten,
,Pfeffer,
2,REWE Bio Ahornsirup,EL
4,Balsamicoessig,EL
2,Rucola,Bund
12,REWE Bio natives  Olivenöl,EL
800,Süßkartoffeln,g
1,neutrales Öl,EL
640,Lachsfilet,g
250,"Blattspinat, frisch",g
,Salz,
,Pfeffer,
20,Butter,g
250,Sour Cream,g
1,Bio Zitrone,
300,Sushi Reis,g
40,Reisessig,ml
,Salz,
,Zucker,
3,grüner Spargel,Stange(n)
1,Öl,EL
2,Eier (Größe S),
200,Wasser (eiskalt),ml
2,Backpulver,TL
100,Weizenmehl (Typ 550),g
100,Stärke,g
100,Räucherlachs,g
3,Nori Blätter,
100,Frischkäse,g
100,Panko,g
1,Öl (zum Frittieren),l
2,Lachsfilets,
2,Frühlingszwiebeln,
125,Kirschtomaten,g
2,Pesto,EL
1,Zitrone (Saft und Abrieb),
,Salz,
,Pfeffer,
800,Kohlrabi,g
,Salz,
,Backpapier,
,Pfeffer,
100,REWE Bio Schlagsahne,g
2,Speisestärke,TL
3,Eier (Größe M),
10,"Garnelen, aufgespießt",
"0,25",Ananas,
,frisch geriebene Muskatnuss,
50,REWE Bio Süßrahmbutter,g
2,Mehl,EL
300,REWE Bio klare Gemüsebrühe,ml
300,REWE Bio Vollmilch,ml
1,kleines Bund Kerbel,
4,Lachsfilets,
4,Zitronenecken zum Garnieren,
75,Butter,g
,Pfeffer,
50,Mehl,g
1,Milch,l
1,Zwiebel,
500,TK-Blattspinat,g
,Muskat,
"1,50",Paprikapulver,EL
500,Lachsfilet,g
16,Lasagneplatten,
150,Reibkäse,g
250,Sushi-Reis,g
2,Reisessig,EL
,Salz,
2,Mirin,EL
"1,50",Zucker,TL
1,Salz,TL
6,Nori-Blätter,
120,frischer Lachs,g
"0,50",reife Avocado,
,Pfeffer,
1,Blätterteig,Packung(en)
1,Avocado,
1,Zitrone,
1,Meerrettich,Glas
1,Kresse,Beet(e)
,rosa Beeren,
1,Ei,
,Salz,
2,geräucherter Lachs,Packung(en)
,Chiliflocken,
1,Bio-Zitrone,
2,Lachsfilet,Packung(en)
1,Knoblauchzehe,
1,rote Chilischote,
7,REWE Feine Welt Lesvos g.g.A. mildes Olivenöl,EL
,Salz,
,Zitronenpfeffer,
2,Schalotten,
400,Tomaten,g
"0,50",Schnittlauch,Bund
2,REWE Feine Welt Aceto Balsamico DI Modena I.G.P,EL
40,Kräuterbutter,g
,evtl. Zitronenspalten,
,Aluschale,
250,Sahne,ml
250,Milch,g
2,Rosmarin,Zweig(e)
2,Thymian,Zweig(e)
2,Knoblauch,Zehe(n)
400,Kartoffeln,g
2,Petersilie,Zweig(e)
,Salz,
2,Dill,Zweig(e)
3,Olivenöl,EL
1,Bio-Zitrone,
75,Berkäse (gerieben),g
,Pfeffer,
1,Muskatnuss,Prise(n)
400,REWE Frei von glutenfreie Fusilli,g
400,REWE Frei von laktosefreier Frischkäse,g
400,Gemüsebrühe,ml
1,unbehandelte Zitrone,
,getrockneter Thymian,
,Pfeffer,
400,junger Blattspinat,g
2,Schalotten,
,geriebene Muskatnuss,
150,Mehl,g
4,brauner Zucker,TL
1,Backpulver,TL
1,Salz,Prise(n)
1,Butter,EL
2,Eier,
120,Milch,ml
100,Walnüsse,g
400,Lachsfilet,g
,Olivenöl,
200,dunkle Schokolade,g
,Öl für das Waffeleisen,etwas
200,"Datteln (unbehandelt, mit Stein)",g
100,Haferflocken,g
50,Mandeln,g
100,Cashewkerne (ungesalzen),g
50,getrocknete Cranberries,g
,Salz,
50,Kokosflocken,g
4,rote Äpfel,kleine
300,Zucker,g
30,Wasser,ml
7,Granatapfelsirup,EL
1,Apfelessig,TL
150,weiße Schokolade,g
10,mittelgroße Möhren,
3,Puderzucker,TL
9,Olivenöl,EL
,Salz,
500,TK-Erbsen,g
700,Lachsfilet mit Haut,g
,Pfeffer,
1,kleines Stück Ingwer,
2,Knoblauch,Zehe(n)
100,Weißwein,ml
2,Agavendicksaft,TL
1,Bio-Zitrone,
1,Zimt (optional),Prise(n)
"0,50",Koriander,Bund
200,Mandeln,g
100,Butter,g
1,Bio Zitrone,
,Salz,
,weißer Pfeffer,
1,Karotten,kg
2,Olivenöl,EL
,schwarzer Pfeffer,
100,Gemüsebrühe,ml
3,Thymian,Zweig(e)
2,Honig,EL
2,ja! Lachsfilets,Päckchen
300,"ja! Junge Erbsen, TK",g
100,ja! Frischkäse,g
,ja! Jodsalz,
,Weißer Pfeffer aus der Mühle,
1,ja! Zucker,Prise(n)
1,Bio-Limette,
200,ja! Basmati-Reis,g
2,Gurken,
1,ja! Fix für Salat Dill-Kräuter,Päckchen
3,ja! Eier,
100,ja! Paniermehl,g
50,ja! Mehl,g
1,Rote Pfefferkörner,EL
2,"Pistazienkerne, gehackt",EL
100,ja! Kokosraspeln,g
,ja! Natives Olivenöl Extra,
4,"frische Minze, in Streifen geschnitten",Zweig(e)
1,"frische Chilischote, in dünne Scheiben geschnitten",
100,Beluga Linsen,g
5,Olivenöl,EL
120,frischer Lachs (alternativ Räucherfisch),g
,Salz,
1,Schalotte,
1,Kapern aus dem Glas mit Sud,EL
,Pfeffer,
1,Babyspinat,Handvoll
"0,50",Granatapfel,
1,Senf (süß),EL
30,Basilikum,g
280,glutenfreie Haferflocken,g
50,Kokosblütenzucker,g
2,Backpulver,TL
2,Minze,Zweig(e)
1,Zimt,TL
1,gemahlene Vanille,TL
2,Eier,
100,Erdnussbutter,g
250,Milch,ml
400,Äpfel,g
3,Ahornsirup,EL
200,Ahornsirup,g
30,Agavendicksaft,g
1,Zitrone,
1,Meerrettich (scharf),TL
50,Kokosfett,g
50,gesalzene Pistazien,g
3,kernige Haferflocken,EL
50,gepuffter Amaranth,g
"0,50",Meersalz,TL
"0,50",Thymian,TL
4,feine Haferflocken,EL
50,Sonnenblumenkerne,g
2,geschrotete Leinsamen,EL
50,Kürbiskerne,g
100,getrocknete Aprikosen,g
2,Mandeln,EL
200,Wasser,ml
1,Zitrone,
130,Weizenmehl,g
3,kernige Haferflocken,EL
70,geriebener Parmesan,g
1,Knoblauch,Zehe(n)
1,Rosmarin,TL
"0,50",Meersalz,TL
,Pfeffer,
120,kalte Butter,g
2,Kürbiskerne,EL
5,Milch,EL
3,Cashewkerne,EL
3,kernige Haferflocken,EL
2,Sonnenblumenkerne,EL
8,Bacon,Scheibe(n)
1,Knoblauch,Zehe(n)
270,Mehl,g
"0,50",Meersalz,TL
"0,50",Chiliflocken,TL
200,geriebener Cheddar,g
200,kalte Butter,g
150,Milch,ml
,Für die Bratlinge:,
300,Gemüsebrühe,ml
,Salz,
250,Erdbeeren,g
,Pfeffer,
1,Paprikapulver (edelsüß),EL
150,kernige Haferflocken,g
2,Lauchzwiebeln,
1,Rapsöl,EL
2,Semmelbrösel,EL
1,Ei,
100,Semmelbrösel zum Panieren,g
,Öl zum Braten,
,Für das Paprika-Gemüse:,
5,"Paprikaschoten (rot, gelb, grün)",
4,Tomaten,
2,Zwiebeln,
1,Knoblauchzehe,
1,Rapsöl,EL
,Salz,
,Pfeffer,
,Kräuter der Provence,
100,Himbeeren,g
2,reife Bananen,
1,rote Paprikaschote,
1,Rapsöl,EL
1,Knoblauch,Zehe(n)
3,Olivenöl,EL
,Pfeffer,
1,Rosmarin,Zweig(e)
,Salz,
4,Graubrot,Scheibe(n)
100,Ziegenfrischkäse,g
250,Erdbeeren,g
5,Pfirsiche,
200,Dulcita Tomaten,g
2,Thymian,Zweig(e)
1,Bio-Orange,
400,Blanchet Rosé de France Trocken,ml
1,Zwiebel,
4,Möhren,
50,Rohrzucker,g
400,Eiswürfel,g
200,Orangensaft,ml
1,Paprika Mix,
500,Zuckerschoten,g
800,Hähnchenbrust,g
5,Rapsöl,EL
"3,50",REWE Beste Wahl Grüne Currypaste,EL
2,Gemüsebrühe,l
1,Kokosmilch,l
4,Limetten,
"0,50",Koriander,Bund
,Salz,
,Zucker,
1,festkochende Kartoffeln,kg
2,Öl,EL
1,Paprika rosenscharf,TL
1,Knoblauchzehe,
1,Salz,TL
"0,50",Schnittlauch,Bund
1,Saure Sahne,Becher
1,Pfeffer,Prise(n)
20,kleine Erdbeeren,
2,Mangos,
40,"längliche, grüne Weintrauben",
3,Frühlingszwiebeln,
60,Blaubeeren,
"1,20",Strauchtomaten,kg
2,Rosmarin,Zweig(e)
2,Thymian,Zweig(e)
500,Gelierzucker,g
"0,50",Würfel Hefe,
250,Wasser,ml
1,Zucker,TL
500,Weizenmehl Type 550,g
2,Olivenöl,EL
1,Salz,Prise(n)
1,Kichererbsen,Dose(n)
5,Rapsöl,EL
500,Aprikosen,g
1,Zitrone,
,Salz,
"0,50",Chilipulver,TL
2,Möhren,
50,Rauke,g
2,Weißweinessig,EL
,Pfeffer,
250,Quinoa,g
250,Kirschen,g
2,Feinkostsauce REWE Feine Welt Aromatische Liaison,Flasche(n)
400,Gemüsefond (z. B. REWE Feine Welt Französisches Gemüse),ml
200,Sahne,ml
1,Frühlingszwiebeln,Bund
200,"Riesengarnelen, küchenfertig",g
,Asiagewürz (z. B. REWE Feine Welt Asia Wokmischung)  Rapsöl,
,Salz (z. B. REWE Feine Welt Murray River Salz),
1,Bambusspieße,Packung(en)
,Rapsöl,
30,"Gyoza Blätter, TK",
250,küchenfertige Garnelen,g
3,Lauchzwiebeln,
2,Möhren,
1,kleines Stück Ingwer,
,Salz,
4,Mirin (Reiswein),TL
1,Knoblauchzehe,
1,Minze,Stange(n)
1,Fenchelsamen,TL
"0,50",schwarze Pfefferkörner,TL
,einige rosa Pfefferbeeren,
2,getrockneter Dill,TL
3,Öl,EL
,Salz,
8,Schaschlikspieße,
500,"Kichererbsen, getrocknet",g
3,Olivenöl,EL
30,Wasser und etwas mehr zum Einweichen,g
1,Ei,
2,Sojasoße,EL
40,Mehl,g
1,"Zwiebel, halbiert",
1,Knoblauchzehe,
1,"Petersilie, ohne Stiele",Bund
"3,75",Salz,TL
1,"Kreuzkümmel, gemahlen",TL
"0,50",Paprika edelsüß,TL
"0,50",Backpulver,TL
,Öl zum Braten,
350,"Salatgurken, entkernt, in Stücken",g
2,Knoblauchzehen,
2,Pfeffer,Prise(n)
20,Olivenöl,g
300,Möhren,g
1,Porree,Stange(n)
75,Cashewkerne,g
200,"REWE Bio Naturreis, Spitzen-Langkorn",g
,Salz,
4,Ölivenöl,EL
"1,50",Currypulver,EL
150,REWE Bio Klare Gemüsebrühe,ml
1,Kokosmilch,Dose(n)
200,tiefgefrorene REWE Bio Junge Erbsen,g
160,REWE Bio tiefgefrorene Black Tiger Garnelen,g
1,Paprika (rot),
1,Paprika (gelb),
500,Weißkohl,g
1,Zwiebel,
1,Knoblauch,Zehe(n)
1,Ananas (Scheiben),Dose(n)
2,REWE Bio Spitzen-Langkornreis,Beutel
,Salz,
,Pfeffer,
4,REWE Bio Tomatenketchup,EL
2,Obstessig,EL
"1,50",Sambal Oelek,TL
3,REWE Bio natives Olivenöl,EL
1,Speisestärke,TL
1,Koriander,Bund
10,Zitronensaft,g
,Meersalz,
1,Zwiebel,
1,Knoblauchzehe,
160,tiefgefrorene REWE Bio Black Tiger Garnelen,g
350,"Joghurt 3,5% Fett",g
"1,50",REWE Bio Rapsöl kaltgepresst,EL
1,Porree,Stange(n)
,Sojasoße,
150,REWE Bio Spitz.-Langkornreis,g
100,REWE Bio tiefgefrorene Erbsen,g
250,gelbe Cherrytomaten,g
1,REWE Bio Kresse,Beet(e)
8,REWE Bio Olivenöl,EL
,REWE Bio Kräutersalz,
200,Ziegenfrischkäse-Taler,g
1,REWE Bio-Zitrone,
,Sambal Oelek,
2,REWE tiefgefrorene Bio Black Tiger Garnelen,Packung(en)
250,REWE Bio Cherrytomaten,g
1,REWE Bio Süßrahmbutter,EL
,Pfeffer aus der Mühle,
"0,50",REWE Regional Basilikum,Topf
3,REWE Bio Aceto Balsamico-Essig,EL
"0,25",REWE Regional Oregano,Topf
30,getrocknete Tomaten,g
200,"körniger Frischkäse (3,9% Fett)",g
,Salz,
3,REWE Bio Basilikum,Stiel(e)
,Pfeffer,
1,Kartoffeln (festkochend),kg
2,kleine rote Zwiebeln,
1,reife Mango,
1,Currypulver,Prise(n)
1,Zitronensaft,TL
150,Dinkel (z. B. Davert),g
3,Fenchelknollen,
125,Himbeeren,g
2,Lauchzwiebeln,
3,Sonnenblumenkerne,EL
1,heller Balsamico,EL
,Salz,
,Pfeffer,
3,Rapsöl,EL
"0,50",glatte Petersilie,Bund
400,REWE Beste Wahl Spaghetti,g
,Salz,
1,Möhre,
100,REWE Beste Wahl Delikatess Leichtschinken,g
,Pfeffer,
100,Milch,ml
1,Ei (Größe M),
,Fett für die Form,
3,Lauchzwiebeln,
3,Möhren,
100,Sprossen,g
200,Champignons,g
200,Tofu natur,g
3,Erdnussbutter,EL
4,Sojasoße,EL
1,Fenchelknolle,
1,Knoblauchzehe,
400,dünne Spaghetti,g
,Salz,
2,Öl,EL
2,"geröstete, gesalzene Erdnüsse",EL
1,große Zwiebel,
100,Kirschtomaten,g
200,Lauch,g
50,Butterschmalz,g
500,Rinderhackfleisch,g
3,(gehäuft) Tomatenmark,EL
1,Lorbeerblatt,
1,Gewürznelke,
6,Miracel Whip Classic,EL
200,Karotten,g
200,Sellerie,g
200,kochendes Wasser,ml
125,trockener Weißwein,ml
200,heiße Milch,ml
500,Spaghetti,g
,Basilikumblätter (gehackt),
,Pfeffer aus der Mühle,
,Muskat,
,Parmesan (frisch gerieben),
250,REWE Regional Möhren,g
3,Öl,EL
2,Gemüsebrühe,l
1,REWE Regional Zwiebel,
1,rote Chilischote,
"0,50",REWE Regional Koriander,Topf
300,Rinderhackfleisch,g
"2,50",süße Chilisoße (Flasche),EL
,Salz,
,Pfeffer,
100,Mungobohnensprossen,g
400,ja! Hähnchenbrust-Filetsteaks,g
280,ja! junge Erbsen,g
4,ja! Pinienkerne,TL
8,ja! Getrocknete Tomaten,
6,ja! Olivenöl,EL
800,ja! Spaghetti,g
,Salz,
,Pfeffer,
250,Bio-Vollkorn Spaghetti,g
200,Hähnchenbrustfilet,g
30,Bio Olivenöl,ml
250,REWE Bio Cherry Romatomaten,g
1,Salz,Prise(n)
100,Cremefine,ml
1,Bio Zitrone,
